58,Ride-On Montgomery County Transit,,Rockville,MD,US,27240184,,,27240184,39.0839973,-77.1527578,
59,Sacramento Regional Transit District,SACRT,Sacramento,CA,US,13145864,13192601,,26338465,38.5815719,-121.4943996,
60,City of Los Angeles Dept of Transportation,LADOT,Los Angeles,CA,US,23918726,,,23918726,34.0522342,-118.2436849,
61,New Orleans Regional Transit Authority,NORTA,New Orleans,LA,US,16388042,7228998,,23617040,29.9510658,-90.0715323,
62,London Transit,LTC,London ,ON,CA,23482319,,,23482319,51.5073509,-0.1277583,
63,New York City DOT,,New York,NY,US,655509,,22178842,22834351,40.7127837,-74.0059413,
64,Rochester-Genessee RTA,,Rochester,NY,US,22547758,,,22547758,43.16103,-77.6109219,
65,Washington State Ferries,,Seattle,WA,US,0,,22219140,22219140,47.6062095,-122.3320708,
66,York Region Transit,,Richmond Hill ,ON,CA,22156780,,,22156780,43.8828401,-79.4402808,
67,Hamilton Street Railway,,Hamilton ,ON,CA,21795884,,,21795884,43.2500208,-79.8660914,
68,Grand River Transit,GRT,Kitchener ,ON,CA,21300000,,,21300000,43.45,-80.483333,
69,Santa Monica's Big Blue Bus,,Santa Monica,CA,US,21288131,,,21288131,34.0194543,-118.4911912,
70,Soci_t_ de transport de Laval,,Laval ,QC,CA,20638802,,,20638802,48.0785146,-0.7669906,
71,City of Tucson,Sun Tran,Tucson,AZ,US,19943953,,,19943953,32.2217429,-110.926479,
72,Rhode Island Public Transit Authority,RIPTA,Providence,RI,US,19762912,,,19762912,41.8239891,-71.4128343,
73,Societe de Transport de l'Outaouais City,STO,Gatineau ,QC,CA,19151640,,,19151640,45.4765446,-75.7012723,
74,Agence Metropolitaine de Transport,,Montreal ,QC,CA,1569300,17446900,,19016200,45.5086699,-73.5539925,
75,Central Ohio Transit Authority,COTA,Columbus,OH,US,18423352,,,18423352,39.9611755,-82.9987942,
76,Brampton Transit,,Brampton ,ON,CA,18362202,0,0,18362202,43.683333,-79.766667,
77,Hampton Roads Transit,HRT,Hampton,VA,US,16166475,1360053,380737,17907265,37.0298687,-76.3452218,
78,Southwest Ohio Regional Transit Authority,SORTA / Metro,Cincinnati,OH,US,17390349,,,17390349,39.1031182,-84.5120196,
79,Transit Auth of River City,TARC,Louisville,KY,US,16718127,,,16718127,38.2526647,-85.7584557,
80,El Paso Mass Transit Dept,,El Paso,TX,US,16390603,,,16390603,31.7775757,-106.4424559,
81,Halifax Metro Transit,,Dartmouth ,NS,CA,16206433,,,16206433,44.6652059,-63.5677427,
82,Kansas City Area Trp Auth,KCATA,Kansas City,MO,US,15988034,,,15988034,39.0997265,-94.5785667,
83,OMNITRANS,,San Bernardino,CA,US,15673759,0,0,15673759,34.1083449,-117.2897652,
84,GO Transit,,Toronto ,ON,CA,15326800,,,15326800,43.653226,-79.3831843,
85,Peninsula Corridor Joint Powers Board (Caltrain),PCJPB,San Carlos,CA,US,1874085,14962800,,16836885,-36.42615,-71.970834,
86,Connecticut Department of Transportation - Hartford Division,CDOT-Hartford,Hartford,CT,US,14698648,,,14698648,41.7637111,-72.6850932,
87,Hillsborough Area Reg Tr Auth,HART,Tampa,FL,US,14314610,306247,,14620857,27.950575,-82.4571776,
88,Capital District Transp Auth,CDTA,Albany,NY,US,14599284,,,14599284,42.6525793,-73.7562317,
89,Madison Metro Transit System,,Madison,WI,US,14592214,,,14592214,43.0730517,-89.4012302,
90,Fresno Area Express,FAX,Fresno,CA,US,14304222,,,14304222,36.7468422,-119.7725868,
91,Valley Metro Rail,,Phoenix,AZ,US,0,14042200,,14042200,33.4483771,-112.0740373,
92,Foothill Transit,,West Covina,CA,US,13860335,,,13860335,34.0686208,-117.9389526,
93,Pinellas Suncoast Tran Auth,PSTA,Clearwater,FL,US,13713027,,,13713027,27.9658533,-82.8001026,
94,Southern California Railroad Authority (Metrolink),,Los Angeles,CA,US,0,13155790,0,13155790,34.0522342,-118.2436849,
95,San Mateo County Transit Dist,SAMTRANS,San Carlos,CA,US,13118261,,,13118261,37.5071591,-122.2605222,
96,City of Albuquerque Transit Department,,Albuquerque,NM,US,12821051,,,12821051,35.110703,-106.609991,
97,City of Saskatoon,,Saskatoon ,SK,CA,12770458,,,12770458,52.1333972,-106.6832385,
98,Jacksonville Transp Auth,,Jacksonville,FL,US,11500899,,817153,12318052,30.3321838,-81.655651,
99,Alternativa de Transporte Integrado,PRHTA,San Juan,PR,US,1325288,10909438,,12234726,-31.5272732,-68.5214081,
100,LACMTA - Small Operators,,Los Angeles,CA,US,12007727,,,12007727,34.0522342,-118.2436849,
101,North County Transit District,NCTD,Oceanside,CA,US,7905588,4041851,,11947439,33.1958696,-117.3794834,
102,Palm Beach County STD,PalmTran,West Palm Beach,FL,US,11579046,,,11579046,26.7153424,-80.0533746,
103,Lane Transit District,LTD,Eugene,OR,US,11480370,,,11480370,44.0520691,-123.0867536,
104,Interurban Transit Partnership,,Grand Rapids,MI,US,11473737,,,11473737,42.9633599,-85.6680863,
105,Capital Area Transp Authority,CATA,Lansing,MI,US,11351420,,,11351420,42.732535,-84.5555347,
106,Pioneer Valley Transit Authority,PVTA,Springfield,MA,US,11171748,,,11171748,42.1014831,-72.589811,
107,Spokane Transit Authority,STA,Spokane,WA,US,11031338,,,11031338,47.6587802,-117.4260466,
108,Puerto Rico Department of Transportation,,San Juan,PR,US,0,11023500,0,11023500,18.4663338,-66.1057217,
109,Champaign-Urbana Mass Tr Dist,CUMTD,Urbana,IL,US,10981718,,,10981718,40.1105875,-88.2072697,
110,Fairfax Connector Bus System,,Fairfax,VA,US,10895833,,,10895833,38.8462236,-77.3063733,
111,University of Georgia Transit System,UGA,Athens,GA,US,10876628,,,10876628,33.95,-83.383333,
112,Suburban Mobility ART,SMART,Detroit,MI,US,10673830,,,10673830,42.331427,-83.0457538,
113,Orange-Newark-Elisabeth. Inc.,,Elisabeth,NJ,US,10658923,,,10658923,50.86313,4.330671,
114,Gainesville Regional Transit System,RTS,Gainesville,FL,US,10652169,,,10652169,29.6516344,-82.3248262,
115,Port Authority Transit Corporation,PATCO,Lindenwold,NJ,US,0,10612897,,10612897,39.8201681,-74.9851678,
116,Delaware Transit Corp,DART,Dover,DE,US,10601325,,,10601325,51.1278758,1.3134027,
117,Pierce Transit,,Tacoma,WA,US,10580268,,,10580268,47.2528768,-122.4442906,
118,Metropolitan Council,,St. Paul,MN,US,10572240,,,10572240,44.9537029,-93.0899578,
119,Metropolitan Bus Authority (San Juan),MBA,San Juan,PR,US,10404341,,,10404341,-31.5272732,-68.5214081,
120,Durham Region Transit,,Whitby ,ON,CA,10303467,,,10303467,54.486335,-0.613347,
121,CNY Centro,,Syracuse,NY,US,10226862,,,10226862,43.0481221,-76.1474244,
122,Connecticut DOT - New Haven Division,,New Haven,CT,US,9453994,626500,,10080494,41.308274,-72.9278835,
123,Indianapolis and Marion County Public Trp Corp,INDYGO,Indianapolis,IN,US,9981918,,,9981918,39.768403,-86.158068,
124,Greater Dayton RTA,RTA,Dayton,OH,US,9834731,,,9834731,39.7589478,-84.1916069,
125,Memphis Area Transit Auth,MATA,Memphis,TN,US,8404564,1382953,,9787517,35.1495343,-90.0489801,
126,Metropolitan Transit Authority,MTA,Nashville,TN,US,9273784,261500,,9535284,36.166667,-86.783333,
127,Greater Richmond Transit Co,,Richmond,VA,US,9352988,,,9352988,37.5407246,-77.4360481,
128,Regional Public Transportation Authority. dba Valley Metro,,Phoenix,AZ,US,9023817,,,9023817,33.4483771,-112.0740373,
129,City of Tempe Transp Div,,Tempe,AZ,US,8926115,,,8926115,33.4255104,-111.9400054,
130,Golden Gate Bridge. Hwy & TD,,San Francisco,CA,US,6703346,,2195414,8898760,37.7749295,-122.4194155,
131,Montebello Bus Lines,MBL,Montebello,CA,US,8494330,,,8494330,45.6519493,-74.9408715,
132,Riverside Transit Agency,,Riverside,CA,US,8420303,,,8420303,33.9533487,-117.3961564,
133,Snohomish County PTBA Corp,PTBA,Everett,WA,US,7978474,,,7978474,47.9789848,-122.2020794,
134,Regional Trp Comm of Washoe,RTC,Reno ,NV,US,7962124,,,7962124,39.5296329,-119.8138027,
135,Santa Barbara MTD,SBMTD,Santa Barbara,CA,US,7948409,,,7948409,34.4208305,-119.6981901,
136,Anaheim Transportation Network,ART,Anaheim,CA,US,7613296,,,7613296,33.8352932,-117.9145036,
137,Fort Worth Transp Auth,T,Fort Worth,TX,US,7439290,,,7439290,32.7554883,-97.3307658,
138,Regina Transit,,Regina ,SK,CA,7300000,,,7300000,50.454722,-104.606667,
139,New York Waterway,,Weehawken,NJ,US,3247617,,4030506,7278123,40.7663711,-74.0253715,
140,University of Michigan Parking and Transportation Services,UMTS,Ann Arbor,MI,US,7275257,,,7275257,42.2808256,-83.7430378,
141,Golden Empire Transit Dist,GET,Bakersfield,CA,US,7158537,,,7158537,35.3732921,-119.0187125,
142,Chapel Hill Transit,,Chapel Hill,NC,US,6881691,,,6881691,35.9131996,-79.0558445,
143,Clark County PTBA,C-TRAN,Vancouver,WA,US,6614724,,,6614724,49.261226,-123.1139268,
144,Guelph Transit,,Guelph,ON,CA,6600000,,,6600000,43.5448048,-80.2481666,
145,Capital Area Transit,CAT,Raleigh,NC,US,6441622,,,6441622,35.7795897,-78.6381787,
146,Ann Arbor Transportation Auth,AATA,Ann Arbor,MI,US,6385533,,,6385533,42.2808256,-83.7430378,
147,Durham Area Transit Authority,DATA,Durham,NC,US,6313884,,,6313884,35.9940329,-78.898619,
148,Suffolk County Department of Public Works  - Transportation Division,,Yaphank,NY,US,6016084,,,6016084,40.8367653,-72.9170487,
149,Whatcom Transportation Authority,WTA,Bellevue,WA,US,5879233,,,5879233,47.610377,-122.2006786,
150,Greater Bridgeport Tr Auth,GBT,Bridgeport,CT,US,5851740,,,5851740,41.1865478,-73.1951767,
151,Corpus Christi Regional Transportation Authority,,Corpus Christi,TX,US,5764790,,86676,5851466,27.8005828,-97.396381,
152,Ames Transit Agency,CYRIDE,Ames,IA,US,5748940,,,5748940,42.034722,-93.62,
153,DC Circulator,,Washington,DC,US,5700000,,,5700000,38.9071923,-77.0368707,
154,Mass Transportation Authority,,Flint,MI,US,5697121,,,5697121,43.0125274,-83.6874562,
155,St. Catharines Transit Commission,,Oakville,ON,CA,5479830,,,5479830,43.467517,-79.6876659,
156,Santa Cruz Metro Transit Dist,SCMTD,Santa Cruz,CA,US,5371055,,,5371055,36.9741171,-122.0307963,
157,Culver City Munic Bus Lines,,Culver City,CA,US,5331071,,,5331071,34.0211224,-118.3964665,
158,Greater Lafayette Pub Trp Corp,,Lafayette,IN,US,5253706,,,5253706,30.2240897,-92.0198427,
159,Metro RTA,,Akron,OH,US,5230118,,,5230118,41.0814447,-81.5190053,
160,New Jersey Transit Corporation - 45,NJTC-45,Newark,NJ,US,5121144,,,5121144,40.735657,-74.1723667,
161,Lexington Transit Authority,LexTran,Lexington,KY,US,5058807,,,5058807,38.0405837,-84.5037164,
162,South Florida RTA (Tri-Rail),SFRTA,Pompano Beach,FL,US,935919,4005967,,4941886,26.2378597,-80.1247667,
163,Lehigh & Northampton Trp Auth,LANTA,Allentown,PA,US,4853383,,,4853383,40.6084305,-75.4901833,
164,Charleston Area Reg Trp Auth,CARTA,Charleston,SC,US,4832138,,,4832138,32.7764749,-79.9310512,
165,Thunder Bay Transit,,Thunder Bay,ON,CA,4702855,,,4702855,48.3808951,-89.2476823,
166,Virginia Rail Express,,Alexandria,VA,US,0,4702196,0,4702196,38.8048355,-77.0469214,
167,Greensboro Transit Authority,,Greensboro,NC,US,4662491,,,4662491,36.0726354,-79.7919754,
168,StarMetro - City of Tallahassee,,Tallahassee,FL,US,4585634,,,4585634,30.4382559,-84.2807329,
169,Intercity Transit,,Olympia,WA,US,4567371,,,4567371,47.0378741,-122.9006951,
170,Chatham Area Transit Auth,CAT,Savannah,GA,US,3838975,,642082,4481057,32.0835407,-81.0998342,
171,SunLine Transit Agency,,Thousand Palms,CA,US,4436917,,,4436917,33.8200183,-116.3902887,
172,Monterey-Salinas Transit,MST,Monterey,CA,US,4406529,,,4406529,36.6002378,-121.8946761,
173,University of Iowa (Cambus),,Iowa City,IA,US,4357675,,,4357675,41.6611277,-91.5301683,
174,Hudson Transit Lines. Inc.,,Mahwah,NJ,US,4314784,,,4314784,41.0886216,-74.1435843,
175,City of Alexandria (Alexandria DASH),DASH,Alexandria,VA,US,4309179,,,4309179,38.8048355,-77.0469214,
176,Transit Authority of Omaha,MAT,Omaha,NE,US,4225034,,,4225034,41.2523634,-95.9979883,
177,San Joaquin Reg Transit Dist,,Stockton,CA,US,4195182,,,4195182,37.9577016,-121.2907796,
178,Tompkins Consolidated Area Transit (TCAT),TCAT,Ithaca,NY,US,4128242,,,4128242,42.4439614,-76.5018807,
179,Las Vegas Monorail Company,LVMC,Las Vegas,NV,US,0,,4128134,4128134,36.1699412,-115.1398296,
180,Academy Lines Inc,,Hoboken,NJ,US,4121596,,,4121596,40.7439905,-74.0323626,
181,Prince George's County DPW&T,,Largo,MD,US,4104057,,,4104057,27.9094665,-82.7873244,
182,Municipality of Anchorage - Public Transportation Department,People Mover,Anchorage,AK,US,4088549,,,4088549,61.2180556,-149.9002778,
183,Des Moines Area Regional TA,DART,Des Moines,IA,US,4086349,,,4086349,41.6005448,-93.6091064,
184,South Florida Regional Transportation Authority (Tri-Rail),,Pompano Beach,FL,US,0,4070700,,4070700,26.2378597,-80.1247667,
185,Torrance Transit,,Torrance,CA,US,4064026,,,4064026,33.8358492,-118.3406288,
186,Soci_t_ de transport de L_vis,,Levis ,QC,CA,4016110,,,4016110,46.7382265,-71.2464592,
187,Roaring Fork TA,RFTA,Aspen,CO,US,3950000,,,3950000,39.1910983,-106.8175387,
188,Worcester Regional Transit Authority,RTA,Worcester,MA,US,3791475,,,3791475,42.2625932,-71.8022934,
189,City of Gardena Transportation Department,,Gardena,CA,US,3787640,,,3787640,33.8883487,-118.3089624,
190,Cobb County DOT Authority,CCTS,Marietta,GA,US,3785150,,,3785150,33.952602,-84.5499327,
191,Lee County Transit (Lee Tran),,Fort Myers,FL,US,3754079,,,3754079,26.640628,-81.8723084,
192,Unitrans - City of Davis,,Davis,CA,US,3678809,,,3678809,38.5449065,-121.7405167,
193,Northern Indiana Commuter TD,,Chesterton,IN,US,0,3668100,0,3668100,41.6105937,-87.0641992,
194,City of Portland,,Portland,OR,US,0,3664537,,3664537,45.5234515,-122.6762071,
195,Soci_t_ de transport de Trois-Rivi_res,,Trois Rivieres ,QC,CA,3616455,,,3616455,46.3432397,-72.5432834,
196,Capital Area Transit System,CATS,Baton Rouge,LA,US,3611582,,,3611582,30.4582829,-91.1403196,
197,Connecticut DOT - Stamford Division,,Bridgeport-Stamford,CT,US,3596691,,,3596691,41.130076,-73.5818716,
198,County of Volusia,VOTran,South Daytona,FL,US,3570329,,,3570329,29.1658158,-81.0044995,
199,City Transit Management Company. Inc.,Citibus,Lubbock,TX,US,3556730,,,3556730,33.5778631,-101.8551665,
200,Tr Auth of Northern Kentucky,TANK,Fort Wright,KY,US,3536847,,,3536847,39.0511558,-84.5350292,
201,Santa Clarita Transit,,Santa Clarita,CA,US,3508308,,,3508308,34.3916641,-118.542586,
202,Blacksburg Transit ,,Blacksburg,VA,US,3485590,,,3485590,37.2295733,-80.4139393,
203,South Coast Area Transit / Gold Coast Transit,GCT,Oxnard,CA,US,3476408,,,3476408,34.1975048,-119.1770516,
204,Potomac & Rappahannock TC,PRTC,Woodbridge,VA,US,3444640,,,3444640,52.095481,1.312571,
205,Modesto Area Express,MAX,Modesto,CA,US,3434360,,,3434360,37.6390972,-120.9968782,
206,Rock Island County Metro MTD,,Rock Island,IL,US,3423366,,,3423366,41.5094771,-90.5787476,
207,Erie Metropolitan Transit Authority ,,Erie,PA,US,3408171,,,3408171,42.1292241,-80.085059,
208,Bloomington Public Trp Corp,BPTC,Bloomington,IN,US,3402289,,,3402289,39.165325,-86.5263857,
209,Shreveport Area Transit System,SporTRAN,Shreveport,LA,US,3373884,,,3373884,32.5251516,-93.7501789,
210,Salem-Keizer Transit,,Salem,OR,US,3363002,,,3363002,42.51954,-70.8967155,
211,Winston-Salem Transit Auth,WSTA,Winston-Salem,NC,US,3356371,,,3356371,36.0998596,-80.244216,
212,Trans-Hudson Express,,Elisabeth,NJ,US,3339251,,,3339251,50.86313,4.330671,
213,Transport of Rockland,TOR,Pomona,NY,US,3322883,,,3322883,41.186389,-74.055556,
214,Kitsap Transit,,Bremerton,WA,US,2876111,,437846,3313957,47.5673202,-122.6329356,
215,Transportation Authority of Marin,TAM,San Rafael,CA,US,3307179,,,3307179,37.9735346,-122.5310874,
216,Duluth Transit Authority,DTA,Duluth,MN,US,3261494,,,3261494,46.7866719,-92.1004852,
217,Chula Vista Transit,,Chula Vista,CA,US,3256251,,,3256251,32.6400541,-117.0841955,
218,Laredo Transit Management. Inc,,Laredo,TX,US,3183633,,,3183633,27.5305671,-99.4803241,
219,Knoxville Area Transit,KAT,Knoxville,TN,US,3173122,,,3173122,35.9606384,-83.9207392,
220,Chattanooga Area RTA,CARTA,Chattanooga,TN,US,2822309,,347908,3170217,35.0456297,-85.3096801,
221,Berks Area Reading Trp Auth,BARTA,Reading,PA,US,3152816,,,3152816,40.3356483,-75.9268747,
222,Antelope Valley TA,AVTA,Lancaster,CA,US,3138436,,,3138436,34.6867846,-118.1541632,
223,Toledo Area Reg Transit Auth,TARTA,Toledo,OH,US,3114541,,,3114541,41.6639383,-83.555212,
224,Central Contra Costa Tr Auth,CCTA,Concord,CA,US,3107879,,,3107879,37.9779776,-122.0310733,
225,City of Santa Rosa,,Santa Rosa,CA,US,3037860,,,3037860,38.440429,-122.7140548,
226,Greater Peoria Mass Transit District,,Peoria,IL,US,3025303,,,3025303,40.6936488,-89.5889864,
227,Ben Franklin Transit,BFT,Richland,WA,US,3009253,,,3009253,46.2856907,-119.2844621,
228,Denton County Transportation Authority,DCTA,Lewisville,TX,US,2557016,387126,,2944142,33.046233,-96.994174,
229,Central Arkansas TA,CATA,Little Rock,AR,US,2823614,104868,,2928482,34.7464809,-92.2895948,
230,Brockton Area Transit,BATS,Brockton,MA,US,2917267,,,2917267,42.0834335,-71.0183787,
231,Rockland Coaches. Inc.,,Westwood,NY,US,2908274,,,2908274,40.9912087,-74.0326395,
232,Kalamazoo Metro Transit System,,Kalamazoo,MI,US,2891508,,,2891508,42.2917069,-85.5872286,
233,UMass Transit Service ,,Amherst,MA,US,2890500,,,2890500,42.367,-72.517,
234,Central Oklahoma T&P Auth,COTPA,Oklahoma City,OK,US,2839179,,8855,2848034,35.4675602,-97.5164276,
235,Suburban Transit Corporation (Coach USA),,New Brunswick,NJ,US,2810885,,,2810885,40.4862157,-74.4518188,
236,Oakville Transit,,Oakville ,ON,CA,2800000,,,2800000,43.467517,-79.6876659,
237,Metropolitan Tulsa Transit Authority,MTTA,Tulsa,OK,US,2797563,,,2797563,36.1539816,-95.992775,
238,Sarasota County Area Transit,SCAT,Sarasota,FL,US,2795526,,,2795526,27.3364347,-82.5306527,
239,Williamsburg Area Transport,WATA,Williamsburg,VA,US,2771399,,,2771399,37.2707022,-76.7074571,
240,City of Lawrence,,Lawrence,KS,US,2753356,,,2753356,38.9716689,-95.2352501,
241,Kanawha Valley Regional Transportation Authority,KVRTA,Charleston,WV,US,2752964,,,2752964,32.7764749,-79.9310512,
242,Cumberland-Dauphin-H TA,CAT,Harrisburg,PA,US,2746894,,,2746894,40.2731911,-76.8867008,
243,Birmingham-Jefferson Co TA,BJCTA,Birmingham,AL,US,2734046,,,2734046,33.5206608,-86.80249,
244,Chittenden County Trp Auth,CCTA,Burlington,VT,US,2700649,,,2700649,44.4758825,-73.212072,
245,Saint John Transit,,Saint John ,NB,CA,2700000,,,2700000,45.2733153,-66.0633081,
246,Maui Public Bus System,,Wailuku,HI,US,2700000,,,2700000,20.8911111,-156.5047222,
247,Shuttle-UM,,College Park,MD,US,2600000,,,2600000,38.9896967,-76.93776,
248,Nanaimo Regional Transit System,,Nanaimo ,BC,CA,2600000,,,2600000,49.1658836,-123.9400647,
249,Mountain Metropolitan Transit,,Colorado Springs,CO,US,2588001,,,2588001,38.8338816,-104.8213634,
250,Glendale Beeline Transit System,,Glendale,CA,US,2543532,,,2543532,34.1425078,-118.255075,
251,Arlington County DPW,ART,Arlington,VA,US,2537338,,,2537338,32.735687,-97.1080656,
252,Codiac Transpo,,Moncton ,NB,CA,2530143,,,2530143,46.0878165,-64.7782313,
253,Minnesota Valley TA,MVTA,Burnsville,MN,US,2527600,,,2527600,44.7677424,-93.2777226,
254,Stark Area Reg Transit Auth,SARTA,Canton,OH,US,2518906,,,2518906,23.129163,113.264435,
255,Harrisonburg Transit,,Harrisonburg,VA,US,2509848,,,2509848,38.4495688,-78.8689155,
256,Madison County TD,MCT,Granite City,IL,US,2490035,,,2490035,38.7014389,-90.1487199,
257,North Carolina State University Transportation Department,NCSU,Raliegh,NC,US,2432667,,,2432667,35.7795897,-78.6381787,
258,Eastern Contra Costa Tr Auth,ECCTA,Antioch,CA,US,2431768,,,2431768,38.0049214,-121.805789,
259,Northeast Transportation Company. Inc. (for Connecticut DOT - Waterbury),,Waterbury,CT,US,2425629,,,2425629,41.5581525,-73.0514965,
260,Greater Roanoke Transit Authority,,Roanoke,VA,US,2391001,,,2391001,37.2709704,-79.9414266,
